term,period,meetingno,temp_meeting_no,billn,billcontent,billresult,url,date
7,3,5,0,11,決定：交教育及文化委員會審查。【經在場委員65人，贊成者65人，反對者0人，多數通過；並採記名表決方式，表決結果名單附後(十一)】 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/03/05/LCEWC03_070305.htm,"098/03/20, 098/03/24"
7,3,5,0,12,決定：交教育及文化委員會審查。【經在場委員64人，贊成者64人，反對者0人，多數通過；並採記名表決方式，表決結果名單附後(十二) ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/03/05/LCEWC03_070305.htm,"098/03/20, 098/03/24"
7,3,5,0,13,決定：交內政、教育及文化兩委員會審查。【經在場委員66人，贊成者66人，反對者0人，多數通過；並採記名表決方式，表決結果名單附後(十三)】 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/03/05/LCEWC03_070305.htm,"098/03/20, 098/03/24"
7,3,5,0,14,決定：交內政委員會審查。【經在場委員64人，贊成者64人，反對者0人，多數通過；並採記名表決方式，表決結果名單附後(十四)】 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/03/05/LCEWC03_070305.htm,"098/03/20, 098/03/24"
7,3,5,0,15,決定：交教育及文化委員會審查。【經在場委員63人，贊成者63人，反對者0人，多數通過；並採記名表決方式，表決結果名單附後(十五)】 ,Passed,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/03/05/LCEWC03_070305.htm,"098/03/20, 098/03/24"
7,2,1,1,1,(一)馬政府上任後施政滿意度持續下跌，不僅經濟狀況糟，股市市值跌掉九兆，民眾荷包縮水之際，還得飽受毒奶粉之威脅，但政府高官不管民調有多低，施政能力有多差，卻仍保有一個半月年終獎金可領，與民間企業績效不佳就無年終獎金之作法大不相同。馬英九自就任以來，一直強調政府施政要苦民所苦，目前正值社福團體募款寒冬，具體要求總統、副總統及行政院各機關單位政務正副首長應將一個半月的年終獎金全數捐給社福團體。【經在場委員67人，贊成者18人，反對者49人，少數不通過；並採記名表決方式，表決結果名單附後(1)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,2,"(二)98年度歲入預算第3款第85項第1目第1節，「規費收入－入出國及移民署－行政規費收入－證照費」編列9億3,842萬元，其中「無戶籍國民、香港澳門居民及大陸地區人民單次入出境證件（含加簽）編列60萬件計2億4,000萬元。」經審查會通過依每日1,000名中國觀光客來台估算增列歲入1億4,600萬元，改列為3億8,600萬元。惟仍未達馬英九總統宣示開放第一年每日3,000人應有之109萬5,000件，亦與行政院大陸委員會預算書中預估98年度中國觀光客來台人數98萬5,000人相距甚遠，爰建議再增列2億9,200萬元歲入，改列為6億7,800萬元，以符合馬英九總統之競選政見。【經在場委員69人，贊成者20人，反對者49人，少數不通過；並採記名表決方式，表決結果名單附後(2)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,3,"(三)行政院98年度預算「一般行政」編列「政務人員特別費」其中「院長特別費」126萬6,000元基於公平及撙節原則，為節省公帑，建議全數減列。【經在場委員71人，贊成者20人，反對者51人，少數不通過；並採記名表決方式，表決結果名單附後(3)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,4,"(四)行政院98年度預算第1目「一般行政」項下「政務人員特別費」其中「政務委員特別費208萬8,000元」，建議全數減列。【經在場委員71人，贊成者20人，反對者51人，少數不通過；並採記名表決方式，表決結果名單附後(4)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,5,"(五)行政院98年度預算第2目「施政業務」編列「國會聯絡181萬1,000元」，建議減列三分之一，計60萬4,000元。【經在場委員72人，贊成者20人，反對者52人，少數不通過；並採記名表決方式，表決結果名單附後(5)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,6,(六)行政院98年度預算第7目「飛航安全業務」項下「失事調查能量建立」編列「赴中國大陸地區洽談飛安業務經費10萬元。」，建議全數減列。【經在場委員70人，贊成者19人，反對者51人，少數不通過；並採記名表決方式，表決結果名單附後(6)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,7,"(七)近期政府就兩岸各項開放鬆綁政策，如包機直航航線規劃、開放企業赴中國投資上限等，均為開放而開放，未能顧及國家整體利益，忽略中國磁吸效應，造成台灣資金、人員加速流向中國，已對我國產生極不利之影響。大陸委員會98年度編列委辦費4,222萬3,000元，近97年度預算1,107萬5,000元之四倍，委辦費預算使用於委託學者研究、舉辦座談會及研討會等。惟馬英九總統對兩岸政策早有開放定見，相關研究、座談、研討會等，恐如「賦稅改革委員會」一般，淪為替政府背書之橡皮圖章，爰建議「委辦費」減列3,000萬元。【經在場委員73人，贊成者20人，反對者53人，少數不通過；並採記名表決方式，表決結果名單附後(7)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,8,"(八)大陸委員會預算第2目「企劃業務—兩岸協商規劃」編列500萬元，較97年度預算134萬元大幅增加，且其中「針對各談判議題，分析兩岸談判，辦理座談會、研討會19萬7,000元」、「為彙集國內外學者專家對兩岸及國際情勢之看法爭取支持，規劃與國內外學術研究團體共同舉辦兩岸及國際情勢研判國際研討會之海外與會人士機票、生活費、場地使用費及議事等費用148萬5,000元。」「協助國內外學術研究團體舉辦兩岸協商及國際情勢研討會經費21萬5,000元」等三項共189萬7,000元，均為辦理座談會、研討會之用，恐有重複編列之虞，基於國家財政困難，爰建議第2目「企劃業務—兩岸協商規劃」減列100萬元。【經在場委員72人，贊成者18人，反對者54人，少數不通過；並採記名表決方式，表決結果名單附後(8)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,9,"(九)大陸委員會98年度預算第2目「企劃業務—政策規劃」其中編列「委託學術單位、團體邀訪大陸地區涉台重要智庫人員與相關官員來台參訪研究經費」89萬9,000元，較上年度預算19萬9,000元成長達3.5倍，基於政府財政困難，不宜增加補助中國人員與官員來台參訪，爰建議減列70萬元。【經在場委員74人，贊成者20人，反對者54人，少數不通過；並採記名表決方式，表決結果名單附後(9)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,10,"(十)大陸委員會98年度預算第9目「文教業務—補助中華發展基金辦理兩岸交流活動」編列4,000萬元，經查本院多次決議將「中華發展基金」併入陸委會列為公務預算，陸委會未依立法院決議辦理，復續編對中華發展基金之補助，嚴重藐視國會，建議予以全數減列。【經在場委員77人，贊成者20人，反對者57人，少數不通過；並採記名表決方式，表決結果名單附後(10)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,11,(十一)內政部推動「工作所得補助方案」，卻未依大法官釋字614號解釋意旨「給付行政涉及公共利益或實現人民基本權利之保障等重大事項者，原則上仍應有法律或法律明確授權為依據。」僅以自行核定之「方案」執行。又政策規劃草率，導致執行問題頻傳，民眾接獲政府通知，基於信任政府提出申請，內政部違法失職在先且明知無法源依據難以追回溢領補助，卻發新聞稿恐嚇人民將追究法律責任，爰要求將內政部長廖了以移送監察院糾彈。【經在場委員76人，贊成者19人，反對者57人，少數不通過；並採記名表決方式，表決結果名單附後(11)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,12,"(十二)內政部營建署98年度預算第2目「國家公園經營管理」中七國家公園管理處編列「營建工程計畫」共8億9,721萬3,000元，較97年度預算數5億9,120萬6,000元，增加3億0,600萬7,000元，增幅達51.76%，國家公園內大興土木與國家公園設立保育本旨相違，建議減列3億元。【經在場委員79人，贊成者20人，反對者59人，少數不通過；並採記名表決方式，表決結果名單附後(12)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,13,"(十三)內政部入出國移民署為配合行政院「兩岸週末包機及擴大開放大陸觀光客來臺」政策，以每日3,000名陸客來臺為基礎，於97年度辦理追加預算1億0,495萬7,000元以茲因應，98年度再續編2億0,823萬8,000元配合該政策。惟「兩岸週末包機及擴大開放大陸觀光客來臺」政策成效不彰，兩岸包機航點之使用率及陸客來台人數均未如預期，目前兩岸包機由原規劃之8航點驟減為2航點，每日來台觀光客數量平均僅數百人，為避免入出國及移民署增加人員進用、增購相關軟硬體設施等，造成閒置虛擲公帑，爰建議入出國及移民署預算減列1億元。【經在場委員79人，贊成者20人，反對者59人，少數不通過；並採記名表決方式，表決結果名單附後(13)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,14,"(十四)針對外交部單位預算中公開部分第4目「國際會議交流」項下「協助各種國際交流活動」中「補助世界自由民主聯盟中華民國總會」原列數3,861萬1,000元，建議全數刪除。【經在場委員82人，贊成者20人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(14)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,15,"(十五)台電長期不合理負擔軍眷優惠用電費用，軍眷優惠用戶數高達12萬戶左右，軍眷用戶平均用電度數超出一般住宅用戶20%，台電每年需負擔軍眷優惠用電費用約6億5,000萬元，台電長期不合理負擔軍眷優惠用電費用，無異由全體國人負擔，不但有違社會公平正義原則，也已失政府照顧軍眷基本生活必需用電之美意，故針對98年度歲出第9款第2項第13目「軍眷維持」項下，後備司令部編列「軍眷水電補助」1億7,200萬元，建議全數刪減。【經在場委員82人，贊成者20人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(15)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,16,(十六)針對經濟建設委員會組織條例對於承辦該會主要業務之各處，均明定有進行研究之執掌，且就該會之職員與約聘人員學歷分析，具博、碩士學歷者高達68%；然而經濟建設委員會98年度預算第1目「一般行政」之「基本行政工作維持—業務費」項下，新增「自行研究獎勵費用」20萬元，除為欠缺法源依據即擅自核定獎金支給標準並編列預算，並已違反公務人員俸給法等相關規定，為杜絕馬政府編列自肥預算之亂象；爰針對經濟建設委員會第1目「一般行政—業務費—自行研究獎勵費用」20萬元，應予全數刪除。【經在場委員81人，贊成者19人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(16)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,17,之用途別預算科目分類定義及計列標準表有關「獎補助費」之規定外，更將成為讓機關間可以便宜行事、隨意流用的小金庫。同時，行政院主計處發布之「國民所得統計及國內經濟情勢展望新聞稿」指出97年第3季初步統計經濟負成長1.02%，較8月預測數（3.04%）低4.06%，在內需方面抑低經濟成長部分，因「加強地方建設擴大內需方案」執行率低於預期，政府投資負成長6.44%，顯見經建會對國家經建政策之規劃顯有失當；同時，主計處對98年度總體經濟成長率之預測，已由編制預算時所提5.08%，大幅下修至2.12%，此將導致稅課收入虛列高達數百億元以上，為避免政府過度舉債，故實應撙節預算之歲出規模；爰針對第2目第5節項下「國家建設總合評估規劃作業」2億元，予以全數刪除。【經在場委員82人，贊成者20人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(17)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,18,"(十八)鑑於節能減碳首重實際作為，而非採「以會養會」方式即可達成。而且若須參酌外國相關法規、資訊或具體措施等，亦可透過我國駐外專業外交人員、經貿駐外人員之協助而取得，甚或於國內經由蒐集資料方式，即可做為政策規劃及執行之參考。經濟建設委員會於98年編列446萬4,000元舉辦節能減碳國際論壇，且是項經費係屬委辦費，為避免假節能減碳之名，行消耗預算之實；爰針對經濟建設委員會第2目第2節「研擬經濟政策、協調推動財金改革」項下「財經新策略規劃研究」增列委託辦理「節能減碳國際論壇」446萬4,000元，應予全數刪除，透過撙節預算支出以落實節能減碳。【經在場委員78人，贊成者19人，反對者59人，少數不通過；並採記名表決方式，表決結果名單附後(18)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,19,(十九)針對行政院公平交易委員會98年度預算中增列「發揮市場機能、促進物價安定」之委託研究；然而物價穩定並非透過委託研究即可讓物價回穩。爰針對公平交易委員會第2目「公平交易業務」第5節「政策擬定及國際交流業務」項下「辦理發揮市場機制、促進物價安定專案委託研究計畫」300萬元 ，應予全數刪除。並請公平交易委員會應本公平 交易法所賦職權，主動查察物價有無遭聯合哄抬、人為操縱壟斷等情事。【經在場委員79人，贊成者20人，反對者59人，少數不通過；並採記名表決方式，表決結果名單附後(19)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,20,"(二十)針對中國毒奶事件爆發後，當各界質疑為何衛生署表示將採取2.5 ppm作為檢驗標準及將採用何類型檢驗儀器、檢驗方式時；長期接受政府補助之食品工業發展研究所，卻由副所長陳陸宏於97.10.18日向媒體表示：「該所擁有四部「液相層析法（HPLC）」，受檢產品檢驗含量最低可達2ppm（百萬分之一），可檢出一般食品所含的微細成分，檢驗成效已很可觀。」；但該所卻未表明亦擁有質譜儀，有能力進行更精密之檢驗。故陳副所長之發言，顯有誤導社會輿論之嫌，實罔顧長期接受政府科專之補助；另查該所現業已公布接受三聚氰胺委託檢驗係採用液相層析串聯質譜測定法（LC/MS/MS）；可見該所於中國毒奶事件發生時，實有隱匿訊息、欺瞞國人之實。爰針對第2目科技專案第2節科技專案推動計畫分支計畫05其他法人科技專案推動計畫項下食品所科技專案推動計畫8億0,894萬6,000元（經資、門合計），酌予刪減經常門2億元，以撙節支出並促使該所朝向經費自給自足之方向努力。【經在場委員78人，贊成者19人，反對者59人，少數不通過；並採記名表決方式，表決結果名單附後(20)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,21,"(二十一)查經濟部98年度預算案編列方式，仍未依法編列且違反本院決議者，計有投資審議委員會、國營事業委員會、專業人員研究中心、礦務局依組織基準法核屬三級機關，應編列單位預算，而本年度該部投資審議委員會、國營事業委員會、礦務局三單位卻以四級機關編列為分預算；該部專業人員研究中心則編列於工作計畫中。另外，經濟部首長上任半年多，經濟部主管國營事業，已有台糖公司總經理任命案爭端及該公司董事長因此爭端而堅持辭職之情事，以及經濟部直接投資台鹽公司董事長等人事案之處理，業遭社會抨擊有將公器淪為特定酬庸之嫌；為正官風並藉以督促依法行政，爰針對第6目「一般行政－業務費」項下「特別費」157萬2,000元，其中部長特別費63萬6,000元，予以全數刪除。【經在場委員82人，贊成者20人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(21)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,22,"(二十二)今年經濟部部長曾率領能源局官員，赴林口地區查察民間加油站涉嫌囤油情形，且經濟部亦曾公布有42家涉及囤油在案，行政院亦於5月25日發布新聞表示：「為配合行政院穩定物價方案，防止業者及民眾囤積油品，影響油品之穩定供應，經濟部長尹啟銘將親自率領相關單位人員加強查察防囤。」。然就違法囤油之調查，如同曇花一現並無後續相關處置。另外，近日檢方同步赴台南、嘉義、高雄等地搜索多家瓦斯罐裝公司，發現於桶裝瓦斯罐裝時業者涉嫌採用偷斤減兩伎倆，牟取不法利益，推估每年民眾因此損失金額恐超過1.7億元。然而，依據石油管理法、民營公用事業監督條例、煤氣事業管理規則等相關規定，經濟部（能源局）為液化石油氣等事業之中央主管機關，然中央主管機關對於執掌業務之管理，未能積極防杜，反讓不肖桶裝瓦斯業者於灌裝時有不法情事致民眾權益嚴重受損，顯有行政怠惰之嫌。查能源局第3目能源政策與管理，98年度預算大幅增列2億1,394萬3,000元，漲幅高達近3倍（299.6%）；然對能源局行政效率顯為不彰前提下，經費鉅額增加，是否得以落實執行？頗令人質疑。爰針對能源局第3目「能源政策與管理」2億8,535萬2,000元，酌予減列1億5,000萬元，以撙節支出。【經在場委員80人，贊成者19人，反對者61人，少數不通過；並採記名表決方式，表決結果名單附後(22)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,23,"(二十三)農委會歷年來均編列捐助「亞洲蔬菜中心」等三組織鉅額之行政經費；於98年度續於農業管理分支計畫06國際農業諮商與合作項下，編列捐助「國際土地政策研究訓練中心」98年度行政及業務費2,604萬3,000元、「亞太糧食肥料技術中心」行政及業務費2,334萬9,000元、「亞洲蔬菜發展中心」98年度行政及業務費1億8,048萬1,000元，以及捐助「亞太糧食肥料技術中心」、「國際土地政策訓練中心」分別辦理國際農業技術交流活動等經費180萬元、787萬9,000元，以上合計該分支計畫項下即捐助2億3,955萬2,000元，且其中捐助人事費部分高達1.4億元。然查「亞洲蔬菜發展中心」等三組織之成立或有其歷史背景與功能，惟30餘年來因外交因素，其他會員國相繼退出，現該等組織是否具國際組織定位及功能，遭人質疑，而農委會歷年來依成立時簽訂之備忘錄等規定編列捐助預算2億餘元，但從未檢討是項捐款之合法性及效益，亦未探討該項支出之監督機制，在目前政府財政困窘情形下，顯不符施政優先考量；爰針對捐助「國際土地政策研究訓練中心」、「亞洲蔬菜發展中心」及「亞太糧食肥料技術中心」合計2億3,955萬2,000元部分，予以減列1億5,000萬元，以撙節支出，並讓往後年度得以擴大具體照顧我國農民之預算規模。【經在場委員82人，贊成者21人，反對者61人，少數不通過；並採記名表決方式，表決結果名單附後(23)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,24,(二十四)農業金融局主要任務在建構完整且安全之農業金融體系；依該局組織條例所定農業金融之管理及監督為其掌理事項；然農業金融局所督導之全國農業金庫居於97年度已因投資美國次級房貸、購買雷曼兄弟金融債，已有62億餘元之未實現損失等，幾近將虧掉該金庫200億元資本額的三分之一；對此，農業金融局之相關人員顯有瀆職之嫌，爰針對農業金融局第2目「一般行政」之「業務費」項下「局長特別費」21萬元，予以減列三分之一，計7萬元，以惕勵該局相關人員善盡其職守。【經在場委員84人，贊成者21人，反對者63人，少數不通過；並採記名表決方式，表決結果名單附後(24)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,25,"(二十五)農糧署及所屬第3目「農糧管理」項下98年度新增「發展花卉產業與推動國際花卉博覽會」20億元，全數為補助台北市政府之經費；就農糧署及所屬98年度之獎補助費，總計僅31億3,193萬4,000元，此項20億元之新增計畫即占64%，然而該博覽會係由臺北市政府及臺灣區花卉發展協會舉辦；本即為地方政府主辦之活動，中央政府大手筆以20億元補助其相關展館與公共服務設施等工程經費，實有不當；若再對比於農委會於98年度補助農業天然災害救助基金之獎補助費10.85億元，更是多出9億多元，為維護全國農民之權益，爰針對第3目「農糧管理」項下新增「發展花卉產業與推動國際花卉博覽會」，刪減19億元。【經在場委員81人，贊成者19人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(25)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,26,"(二十六)鑑於「98年度中央政府總預算案」以5.08%之經濟成長率做為預算編列之基礎，稅課收入編列1兆2,981億3,500萬元，較97年度1兆2,292億元增列約689億元，然根據主計處11月公布之最新數據顯示，明 (98)年台灣經濟成長率僅2.12%，且包括IMF在內之世界經濟組織、機構亦紛紛調降對台灣明年經濟成長之預估，因此，依經濟成長率5.08%所推估之98年度稅課收入顯已無法達成。另加上行政院近期所推出的各項減稅案，減稅金額已超過千億元，為使預算能忠實反應真實經濟情勢，故財政部「稅課收入」應予以減列1,400億元，並應同額調減98年度歲出，且不得以資本出售、發行公債及移用以前年度歲計賸餘彌補。【經在場委員83人，贊成者21人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(26)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,27,(二十七)行政院賦稅改革委員會自今（97）年6月30日成立至今，針對重大稅目稅率調整，屢出現會中尚未達成共識，但行政部門已率先公布方向或已調整定案，對賦改會委員未予尊重，已陸續有學者連署停開及成員退出，賦改會幾乎已成「一言堂」，顯已無法發揮其應有之功能。政府對租稅改革方向既已有決策或定見，實無須大費周章召開這種只為找人背書的大拜拜會議，且財政部已設有稅制改革委員會，為免疊床架屋、浪費公帑，爰要求行政院、財政部應即停止召開賦稅改革委員會，相關賦稅改革決策及其成敗應由行政部門全權負責。【經在場委員83人，贊成者21人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(27)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,28,(二十八)中央政府總預算應自97年度起將歲入歲出執行結果所發生之歲計賸餘中至少60%撥入中央政府債務基金，作為債務還本之財源，以減輕政府債務負擔。【經在場委員85人，贊成者21人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後(28)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,29,"(二十九)第7目「對財團法人中央廣播電台捐助」原列4億9,035萬7千元，建議減列1億元，餘全數凍結，俟新聞局及中央廣播電台向立法院教育及文化委員會報告並經同意後，始得動支。【經在場委員81人，贊成者21人，反對者60人，少數不通過；並採記名表決方式，表決結果名單附後(29)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,30,"(三十)第6目「國際文化交流業務」之「兩岸文化交流推展」原列3,174萬8千元，建議減列2,000萬元。【經在場委員82人，贊成者20人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(30)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,31,"(三十一)青輔會98年度有關「業務費」項下之「一般事務費」科目預算編列1億1,612萬2千元，占業務費比重高達54.4%。然而在政府組織精簡再造之調整政策下，青輔會已被列為裁撤單位，為避免浪費國家公帑，98年度「一般事務費」，建議減列20%。【經在場委員85人，贊成者22人，反對者63人，少數不通過；並採記名表決方式，表決結果名單附後(31)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,32,(三十二)國家通訊傳播委員會之人事費中編列有政務人員之調查研究費189萬元，及5位專任委員主管加給171萬元，其適法性有待商榷，爰予全數減列。【經在場委員84人，贊成者22人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(32)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,33,(三十三)交通部98年度歲出預算第14款第1項第2目「一般行政」編列「特別費」157萬2千元應予以全數刪除。【經在場委員86人，贊成者22人，反對者64人，少數不通過；並採記名表決方式，表決結果名單附後(33)】 ,NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,34,"(三十四)觀光局歲出預算第14款第4項第3目「觀光業務」之「觀光宣傳與推廣—一般事務費」編列1億460萬7千元，提案減列1,000萬元。【經在場委員85人，贊成者20人，反對者65人，少數不通過；並採記名表決方式，表決結果名單附後(34)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,35,"(三十五)觀光局歲出預算第14款第4項第3目「觀光業務」之「國民旅遊事業管理與推廣」編列6,055萬6,000元，提案減列1,000萬元。【經在場委員87人，贊成者22人，反對者65人，少數不通過；並採記名表決方式，表決結果名單附後(35)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,36,"(三十六)98年度公路總局及所屬歲出預算其第2目「公路及監理業務管理」，其中以汽車燃料使用費收入支應部分，包括監理組編列「監理業務」3億1,841萬9,000元、資訊室「資訊管理」6,127萬7,000元、機料組「公路車輛機械管理」1億7,582萬6,000元，違反公路法第二十七條、汽車燃料使用費徵收及分配辦法第七條第一項之規定，違法編列，應予全數刪除。【經在場委員87人，贊成者22人，反對者65人，少數不通過；並採記名表決方式，表決結果名單附後(36)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,37,"(三十七)總統府98年度預算第1目「一般行政」項下編列「總統府與台北賓館開放參觀及志工經費」1,498萬2,000元，其預算成長幅度為97年度的一倍，預算增加整整一倍。根據總統府網站的統計資料，近年來總統府參觀人次逐年減少，並常常成為少數政治人物酬庸地方樁腳遊覽之工具，為杜絕此現象維護國家法紀，建議本項經費刪減一半749萬1,000元。【經在場委員87人，贊成者22人，反對者65人，少數不通過；並採記名表決方式，表決結果名單附後(37)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
7,2,1,1,38,"(三十八)總統府預算第4目「國家發展研究及諮詢」，本科目係將總統治國理念形成國家中長程之施政方針，98年度編列1,173萬6,000元，較97年度的1,084萬6,000元，增列89萬元。詳看其分支計畫第3項，97年度係為「促進兩岸和平發展」，但98年度總統府已經執行內容改為「兩岸關係與區域發展」，這很明顯是配合馬先生的「外交休兵」，將兩岸關係定義在「區域政治」，置於國家關係之下。「兩岸是一種特別的關係但不是國與國的關係」，再次凸顯「馬區長」呼應中國，及早讓「台灣變成中國的一區」。建議「兩岸關係與區域發展」341萬7,000元，全數刪除。【經在場委員87人，贊成者22人，反對者65人，少數不通過；並採記名表決方式，表決結果名單附後(38)】 ",NotPassed,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/07/02/01/01/LCEWC03_07020101.htm,098/01/15
