SURVEY	ID	valuelabelcomb
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vj1a	1促進省籍和諧;2激化省籍對立;3沒有影響;90訪員漏問;95拒    答;96看 情 形;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vj1aa	1影響很大;2有點影響;90訪員漏問;95拒    答;96看 情 形;97無 意 見;98不 知 道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vj2a	1減少黑金政治;2助長黑金政治;3沒有影響;90訪員漏問;95拒    答;96看 情 形;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vj2aa	1影響很大;2有點影響;90訪員漏問;95拒    答;96看 情 形;97無 意 見;98不 知 道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vj3a	1增強民眾台獨意識;2增強民眾統一意識;3沒有影響;4都有增加;90訪員漏問;95拒    答;96看 情 形;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vj3aa	1影響很大;2有點影響;90訪員漏問;95拒    答;96看 情 形;97無 意 見;98不 知 道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vj4a	1帶動台灣民主進步;2造成台灣民主倒退;3沒有影響;90訪員漏問;95拒    答;96看 情 形;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vj4aa	1影響很大;2有點影響;90訪員漏問;95拒    答;96看 情 形;97無 意 見;98不 知 道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vk01	1答    對;2答    錯;90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vk02	1答    對;2答    錯;90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vk03	1答    對;2答    錯;90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vk04	1答    對;2答    錯;90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vk05	1答    對;2答    錯;90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl01	1知    道;90訪員漏問;91拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl02	1有;2沒    有;3投廢票;90訪員漏問;91忘   了;95拒   答
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl03	1不考慮選情的發展，最欣賞誰就投給誰;2考慮選情的發展以後，再決定投給誰;90訪員漏問;95拒    答;96很 難 說;97無 意 見;98不 知 道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl04	1是;2不    是;90訪員漏問;95拒    答;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl05	1是;2不    是;90訪員漏問;95拒    答;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl06	1國 民 黨;2民 進 黨;3新    黨;4親 民 黨;5建 國 黨;6台    聯;7無黨籍;8投廢票;90訪員漏問;91忘    了;92當時沒有投票權;93沒去投票;95拒    答;98不知道是哪一黨
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl07	1有;2沒    有;90訪員漏問;91忘    了;92當時沒投票權;95拒    答
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl08	1有;2沒    有;90訪員漏問;91忘    了;92當時沒投票權;95拒    答
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl2a	1去外地（當時不在戶籍地）;2沒有理想的投票對象;3難以抉擇;4選誰都一樣;5上班、工作;6沒空、有事;7無法改變選舉結果（結果已知）;8不想去投（沒興趣）;9不投立委（縣長會投）;10忘記去投;11戶籍在直轄市;12對國家社會沒信心;13當時無投票權;14身份證（印章、投票通知單）不見;15選務人員;16服役;17生病（生理因素）;18怕別人賄選;19選舉不重要、沒意義;20對政治失望;21天氣太冷;22不瞭解候選人素質;23遷戶口未滿六個月;24不懂選舉;25口水戰;26從沒投過票;27睡過頭;28服刑;990訪員漏問;995拒答;999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl2b	1國 民 黨;2民 進 黨;3新    黨;4親 民 黨;5建 國 黨;6台 聯 黨;7無黨聯盟;8無 黨 籍;9泛藍（國、親、新）;10泛綠（民、台）;90訪員漏問;91忘 記 了;95拒    答;98不 知 道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl2c	10101張清芳;10102李文忠;10103林鴻池;10104李嘉進;10105林憲同;10106陳誠鈞;10107蕭貫譽;10108周錫瑋;10109王淑慧;10110吳清池;10111廖本煙;10112羅福助;10113李勝峰;10114莊碩漢;10201陳景峻;10202劉ㄧ德;10203蘇卿彥;10204蔡家福;10205林麗容;10206許登宮;10207李顯榮;10208朱俊曉;10209吳育昇;10210謝鎮安;10211邵建興;10212曹來旺;10213陳茂男;10214黃劍輝;10215鄭余鎮;10216柯淑敏;10217吳秉叡;10218林淑芬;10219李鴻鈞;10301許文仁;10302李慶華;10303周雅淑;10304趙永清;10305尹載福;10306楊士興;10307林德福;10308張通賢;10309戴昌琛;10310羅明才;10311鄭三元;10312許登崑;10313洪秀柱;10314陳永福;10315雷　倩;10316張慶忠;10317高濟中;10318陳朝龍;10319蘇惠珍;10320沈發惠;20001陳金德;20002林建榮;20003鄭美蘭;20004張川田;30001林正峰;30002彭添富;30003陳宗義;30004陳江順;30005張昌財;30006陳根德;30007鄭金玲;30008林逸青;30009孫大千;30010邱創良;30011李鎮楠;30012李月琴;30013羅煥鑪;30014朱鳳芝;30015彭紹瑾;30016賴注醒;30017黃宗源;30018陳麗玲;30019郭榮宗;30020黃德隆;30021邱垂貞;30022吳志揚;30023呂志明;30024甘國秀;30025黃飛鴻;30026王學慧;30027余惠南;30028楊麗環;40001陳琪惠;40002林為洲;40003張學舜;40004邱鏡淳;40005葉芳雄;50001陳超明;50002張榮顯;50003謝宏毅;50004杜文卿;50005藍博洲;50006徐耀昌;50007李佳穆;50008邱德宏;50009何智輝;50010劉政鴻;60001林振昌;60002王戴春滿;60003謝欣霓;60004莊喬松;60005施重光;60006江連福;60007紀國棟;60008劉瑞龍;60009吳富貴;60010徐中雄;60011林樵鋒;60012馮定國;60013劉銓忠;60014楊天生;60015簡肇棟;60016吳清溪;60017楊瓊瓔;60018黃金推;60019顏清標;60020郭俊銘;60021蔡其昌;60022張錦湖;70001江昭儀;70002魏明谷;70003林滄敏;70004卓伯源;70005謝章捷;70006柯金德;70007邱創進;70008周清玉;70009陳聰明;70010陳朝容;70011陳秀卿;70012黃文玲;70013陳陽德;70014陳煥林;70015陳　傑;70016陳進丁;70017楊宗哲;70018江春盛;70019瞿亞文;90001陳劍松;90002高金郎;90003陳憲中;90004林國華;90005曾蔡美佐;90006許舒博;90007劉調銅;90008張麗善;90009廖福本;90010林樹山;90011侯惠仙;90012林明義;90013蔡桓生;90014張碩文;90015鄭東來;90016許樹福;90017吳炳輝;90018尹伶瑛;100001何嘉榮;100002蔡啟芳;100003何金松;100004何慶紋;100005李清圳;100006張花冠;100007簡泰河;100008許能通;100009林國慶;100010陳明仁;100011翁重鈞;110001侯水盛;110002謝堯政;110003葉宜津;110004鄭國忠;110005許高瑞;110006洪玉欽;110007郭添財;110008郭秀珠;110009李錚玲;110010曾信超;110011李全教;110012李俊毅;110013宋煦光;110014李和順;110015黃偉哲;110016王國棟;120001陳麗惠;120002徐志明;120003黃萬全;120004蔡上正;120005林益世;120006余政道;120007鍾紹和;120008黃璽文;120009趙良燕;120010林志隆;120011林岱樺;120012吳光訓;120013顏文章;120014陳景星;120015王金雄;120016陳啟昱;130001林淵熙;130002邱議瑩;130003林育生;130004伍錦霖;130005蔡　豪;130006洪輝祥;130007潘孟安;130008廖婉汝;130009藍群傑;130010李景雯;130011鄭朝明;150001王廷升;150002鍾逸文;150003傅崑萁;150004盧博基;150005陳榮財;150006林連明;170001王　拓;170002徐少萍;170003謝國樑;170004呂美玲;170005王東暉;190001史惠群;190002張溫鷹;190003沈智慧;190004林忠勝;190005謝明源;190006魏瑞洲;190007盧秀燕;190008蔡錦隆;190009李明憲;190010倪振聽;190011王世勛;190012何敏豪;190013林佩樂;190014劉士州;190015何文海;190016蘇雲華;190017黃義交;190018陳淑琬;200001凌子楚;200002蔡同榮;200003黃敏惠;200004張孟崇;210001王昱婷;210002王幸男;210003錢林慧君;210004曾文宏;210005高思博;210006梁聰榮;210007林南生;210008唐碧娥;210009施治明;210010蘇南成;210011賴清德;210012林聯輝;630101施明德;630102林正修;630103吳祥輝;630104林重謨;630105柯賜海;630106秦慧珠;630107李永萍;630108蔡正元;630109陳建銘{台};630110毋詩茜;630111蕭美琴;630112章孝嚴;630113陳建銘{無};630114吳朱疆;630115鄭運鵬;630116徐國勇;630117許甘霖;630118丁守中;630119費鴻泰;630120許淵國;630121許家琛;630122高建智;630201黃福卿;630202黃富義;630203藍美津;630204林晉章;630205郭忠燦;630206方景鈞;630207林郁方;630208郭正亮;630209段宜康;630210沈富雄;630211賴士葆;630212李慶安;630213張耀元;630214王芳萍;630215陳源奇;630216許信良;630217龐建國;630218潘維剛;630219鄭　良;630220周金地;630221周守訓;630222劉戡宇;630223吉立豪;630224李林耀;630225陳學聖;630226李　敖;630227黃適卓;630228黃大津;630229梁熾誠;630230王世堅;640101管碧玲;640102張顯耀;640103曾燦燈;640104李昆澤;640105江綺雯;640106蘇盈貴;640107張榮顯;640108梅再興;640109林進興;640110林誌彬;640111林壽山;640112王天競;640113羅世雄;640114盧利康;640201黃昭輝;640202鄭麗文;640203郭玟成;640204邱　毅;640205羅志明;640206蔡媽福;640207郭金生;640208李復興;640209朱挺介;640210湯金全;640211林景元;650001楊仁福;650002宋進財;650003章賢生;650004陳  瑩;650005王清堅;650006廖國棟;650007楊仁煌;650008蔡中涵;650009林正二;660001瓦歷斯貝林;660002曾華德;660003李秀琴;660004伍新國;660005高金素梅;660006陳道明;660007孔文吉;660008林文生;660009林春德;999990訪員漏問;999991忘記了;999995拒  答;999998不知道;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl2d	1清廉;2會做事（有在做事）;3偏好泛藍;4比其他候選人好;5不投民進黨;6認同親民黨;7換人做做看;8勤於問政;9政績佳;10政見好（理念佳）;11對地方有建設（爭取建設）;12有經驗;13喜歡他（印象不錯）;14認同民進黨;15敢做敢講;16做的不錯;17有人（候選人）拉票;18為了安定;19其他的都不喜歡;20親民;21沒有（政黨）包袱;22人不錯;23地緣關係（在地人、鄰居）;24有能力;25對台灣有貢獻;26同鄉會（社團組織）支持;27009+014;28人氣不錯;29朋友推薦（人情）;30家人支持或影響;31形象正直;32支持他;33行政效率佳;34推動台灣本土化;35理性、溫和;36對他比較認識;37形象不錯;38做事中立;39認同新黨;40欣賞李登輝;41是女性代表;42有魅力;43里長拉票（鄰長）;44熱心;45注重弱勢團體;46較關心本區民眾民意;47同情票;48做事認真負責;49認同國民黨;50學歷高;51跟候選人是好朋友（彼此認識）;52台灣人;53對經濟有幫助;54說的有做到;55就是想投;56爭取選民福利;57文宣;58伸張正義;59認同某政黨;60貫徹政策;61工作需要;62年輕;63候選人是親戚（家人）;64有名;65支持現任者;66配票;67候選人是學者;68有實力;69做很多任;70候選人的長輩在地方有耕耘;71001+008;72很會搞政治;73010+037;74為兩岸關係很盡力;75認同台聯;76需要其專業能力;77有活力;78會改革;79改變國民黨舊作風;80口才不錯;81身體好;82支持同一姓氏;83積極;84服務好;85現任沒有建設;86眷村票;87候選人是上司;88執政黨資源豐富;89換黨做做看（政黨輪替）;90將新血注入國會;91個人操守;92為文化人（教育人）;93利益關係;94政治理念相符;95做事有原則;96有自己的想法;97再讓他做一次看看;98037+050;99候選人有自信;100樁腳拉票;101顧自己的人;103隨便投;104省籍;105誠實;106看公報;107當此地鎮長好久了;108希望能解決黑金;109支持台獨;110014+041;111比較關心勞工;112政黨制衡;113客委會推薦（政府組織推薦）;114派系;115制衡;116角色適合（適任）;117照顧農民;118踏實;119當過副市長;120給他機會做做看;121候選人有恩於選民;122學經歷都不錯;123年紀大;125年輕有為;126為國民黨黨員;127認同台灣;128先生為國民黨黨員;129挺宋楚瑜進立法院;130對治安好;131能保護人民;132為了反攻大陸;133客家人;134打電話聯絡很有心;135辯論會表現好;136瀟灑、可愛（外貌佳）;137宗教因素;138前景不錯;139支持總統;140改善國會（開會）亂象;141照顧婦女權益;142覺得不會當選，搶救;143無黨、無派;990訪員漏問;995拒答;998不知道;999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl6a	10101劉朝金;10102葉賜華;10103張清芳;10104陳清田;10105蕭貫譽;10106傅琨成;10107陳誠鈞;10108劉炳偉;10109林仁崑;10110吳清池;10111鄭志龍;10112周錫瑋;10113簡意鴻;10114王淑慧;10115李嘉進;10116江惠貞;10117廖本煙;10118葉憲修;10119吳善誠;10120李文忠;10121黃忠信;10122周伯倫;10123王美月;10201羅恩敏;10202鄭余鎮;10203蔡家福;10204郭金龍;10205郭素春;10206陳景峻;10207仉桂美;10208王政雄;10209李日煌;10210李先仁;10211周慧瑛;10212李鴻鈞;10213柯淑敏;10214李顯榮;10215陳宏昌;10216林志嘉;10217呂鈞鴻;10218陳茂男;10219許登宮;10301雷　倩;10302周　荃;10303洪秀柱;10304陳鵬宇;10305胡國忠;10306楊悟空;10307周雅淑;10308趙永清;10309傅台安;10310呂學圖;10311劉盛良;10312李淑文;10313羅明才;10314李慶華;10315陳朝龍;10316陳治男;10317賴勁麟;10318吳軾子;10319張正修;10320鄭三元;10321楊士興;10322杜震華;10323吳梅壽;10324林德福;10325廖學廣;10326王昭增;10327周武榮;20001林逸民;20002楊政誠;20003許松勇;20004張川田;20005廖風德;20006鄭美蘭;20007陳歐珀;20008陳世慶;20009陳金德;20010林建榮;30001孫大千;30002邱創良;30003黃金德;30004王啟盛;30005李鎮楠;30006陳宗義;30007曾茂興;30008呂新民;30009鄭金玲;30010劉東隆;30011彭添富;30012吳克清;30013李文明;30014吳振寰;30015林哲藝;30016邱垂貞;30017張昌財;30018邱奕彬;30019呂志明;30020楊麗環;30021許鍾碧霞;30022李　新;30023郭榮宗;30024朱鳳芝;30025陳根德;30026黃雅琴;40001邱鏡淳;40002張學舜;40003田昭容;40004黃煥吉;40005陳進興;40006潘懷宗;50001何智輝;50002劉政鴻;50003黃達業;50004杜文卿;50005王培珠;50006禹耀東;50007陳超明;50008顏培元;50009林久翔;50010邱紹俊;50011徐耀昌;60001楊文欣;60002馮定國;60003徐中雄;60004楊瓊瓔;60005顏清標;60006林耀興;60007吳清溪;60008劉銓忠;60009張立傑;60010林豐喜;60011邱太三;60012王戴春滿;60013紀國棟;60014簡肇棟;60015王麗萍;60016郭榮振;60017廖昭雄;60018李慶元;60019吳鶴鵬;60020何郁青;60021郭俊銘;70001陳諸讚;70002魏明谷;70003游月霞;70004江昭儀;70005卓伯源;70006陳陽德;70007張世良;70008陳　傑;70009邱創進;70010陳朝容;70011洪性榮;70012周清玉;70013謝友吉;70014謝章捷;70015陳振雄;70016林進春;70017洪茂澤;70018劉榮東;70019陳進丁;90001陳劍松;90002高孟定;90003廖大林;90004蘇治芬;90005林國華;90006曾蔡美佐;90007蔡桓生;90008侯惠仙;90009許舒博;90010林明義;90011何振盛;90012李建昇;100001蔡政崇;100002張淳美;100003羅哲文;100004陳適庸;100005李雅景;100006張花冠;100007蔡吉輝;100008蔡啟芳;100009黃譯輝;100010何金松;110001曾文錡;110002葉宜津;110003楊順權;110004林清吉;110005謝鈞惠;110006郭添財;110007周五六;110008黃仙井;110009謝錦川;110010陳唐山;110011李全教;110012洪玉欽;110013方醫良;110014李俊毅;110015侯水盛;110016鄭國忠;110017盧憶萱;110018宋煦光;110019陳春福;110020毛大福;120001林岱樺;120002陳麗惠;120003趙良燕;120004黃國銘;120005余政道;120006林志隆;120007韓黎明;120008林源山;120009葉發欉;120010尤　宏;120011蔡明欽;120012王金雄;120013林益世;120014簡富松;120015徐志明;120016蕭金蘭;120017王金平;120018鍾紹和;120019黃萬全;130001曾永權;130002藍群傑;130003林國龍;130004劉義鈞;130005林育生;130006伍澤元;130007廖婉汝;130008郭廷才;130009曹啟鴻;130010劉儒霖;130011蔡　豪;130012洪秋雲;130013鄭朝明;130014劉國珍;130015邱議瑩;150001傅崑萁;150002林仁德;150003葉耀輝;150004鍾利德;150005徐正邦;150006盧博基;170001鄭龍水;170002楊思勤;170003何聖隆;170004王　拓;170005林振國;170006劉文雄;170007徐少萍;190001黃坤錫;190002何敏豪;190003李明憲;190004沈懷一;190005張志銘;190006曾穩達;190007謝明源;190008沈智慧;190009林國瑩;190010璩美鳳;190011賴注醒;190012陳貴安;190013魏吉助;190014林厚寰;190015廖啟陽;190016黃顯洲;190017盧秀燕;190018陳大鈞;190019洪昭男;190020黃義交;200001蔡同榮;200002陳秀麗;200003趙少平;200004廖文章;200005黃敏惠;200006蕭登獅;210001錢林慧君;210002唐碧娥;210003洪　中;210004林南生;210005王昱婷;210006周乃昉;210007查名邦;210008施治明;210009林正國;210010楊澤泉;210011賴清德;210012張財旺;210013王幸男;630101李永萍;630102陳建銘{台};630103鄭雅文;630104柯賜海;630105魏憶龍;630106施台生;630107郁慕明;630108陳　池;630109高惠宇;630110蔡正元;630111林瑞圖;630112雷源澎;630113藍世聰;630114羅文嘉;630115陳雪芬;630116黃松雄;630117丁守中;630118卓榮泰;630119陳建銘{無};630120費鴻泰;630121謝聰敏;630122李錫真;630123許淵國;630124王雪峰;630125穆閩珠;630126施明德;630127徐恆忠;630128周振堅;630129楊炳文;630130林重謨;630131陳達成;630132秦慧珠;630201沈銀和;630202張　玲;630203賴士葆;630204吳茂雄;630205馮滬祥;630206龐建國;630207周柏雅;630208劉昌崙;630209陳夢榮;630210林郁方;630211章孝嚴;630212方景鈞;630213王筱嬋;630214陳文茜;630215段宜康;630216林信賢;630217秦儷舫;630218廖唯懿;630219鄭　良;630220李慶安;630221沈富雄;630222邱國昌;630223梁熾誠;630224陳學聖;630225蔡重吉;630226潘維剛;630227張佑如;630228陳鴻基;630229張耀元;630230黃玉炎;630231傅雲欽;630232高成炎;630233白　瑄;630234林慶隆;630235陳文彥;630236郭正亮;630237藍美津;640101林進興;640102蘇盈貴;640103謝啟大;640104林錦煌;640105曾長發;640106趙念渭;640107江綺雯;640108陳其邁;640109楊色玉;640110羅世雄;640111林壽山;640112劉明松;640113朱星羽;640114葉耀鵬;640115王天競;640116黃萬閎;640117梅再興;640201林宏宗;640202蔡媽福;640203楊尹星雯;640204翁本山;640205羅志明;640206林崑海;640207邱  毅;640208姚高橋;640209詹銘洲;640210高新武;640211林景元;640212梁牧養;640213鄒約翰;640214李復興;640215洪玲俐;640216朱高正;640217湯金全;640218郭玟成;640219陳政吉;650001章仁香;650002莊金生;650003李泰康;650004楊仁福;650005林正二;650006楊德金;650007楊仁煌;650008廖國棟;650009陳義信;660001高金素梅;660002李文來;660003何信軍;660004余夢蝶;660005伊掃魯刀;660006全文盛;660007瓦歷斯貝林;660008高揚昇;660009林文生;660010林春德;660011巴燕‧達魯;660012曾華德;999990訪員漏問;999991忘記了;999995拒  答;999998不知道;999999跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl7a	1陳水扁、呂秀蓮;2連  戰、宋楚瑜;3投 廢 票;90訪員漏問;91忘    了;95拒    答;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vl8a	1宋楚瑜、張昭雄;2連  戰、宋楚瑜;3李  敖、馮滬祥;4許信良、朱惠良;5陳水扁、呂秀蓮;6投 廢 票;90訪員漏問;91忘    了;95拒    答;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm1a	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm1b	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm1c	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm1d	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm1e	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm2a	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm2b	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm2c	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm2d	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm2e	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm3a	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm3b	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm3c	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm3d	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm3e	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm4a	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm4b	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm4c	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm4d	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vm4e	90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vn01	1台 灣 人;2都    是;3中 國 人;90訪員漏問;95拒    答;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vn1a	1是台灣人也是中國人;2都    是;3是中國人也是台灣人;90訪員漏問;95拒    答;98不 知 道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vp01	1儘快統一;2儘快獨立;3維持現狀，以後走向統一;4維持現狀，以後走向獨立;5維持現狀，看情形再決定獨立或統一;6永遠維持現狀;90訪員漏問;95拒    答;96很 難 說;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vp02	1加強與大陸的經貿關係;2降低與大陸的經貿關係;90訪員漏問;95拒    答;96很 難 說;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vp03	1非常不贊成;2不太贊成;3有點贊成;4非常贊成;90訪員漏問;95拒    答;96很 難 說;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vp04	1非常不贊成;2不太贊成;3有點贊成;4非常贊成;90訪員漏問;95拒    答;96很 難 說;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vp05	1非常不贊成;2不太贊成;3有點贊成;4非常贊成;90訪員漏問;95拒    答;96很 難 說;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vp06	1非常不贊成;2不太贊成;3有點贊成;4非常贊成;90訪員漏問;95拒    答;96很 難 說;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vp07	1一 定 會;2可 能 會;3可能不會;4一定不會;90訪員漏問;95拒    答;96很 難 說;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vp08	1一 定 會;2可 能 會;3可能不會;4一定不會;90訪員漏問;95拒    答;96很 難 說;97無 意 見;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vq01	1有;2沒有;90訪員漏問;95拒答;98不知道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vq1a	1有;2沒有;90訪員漏問;95拒答;98不知道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vq1b	1國民黨;2民進黨;3新黨;4親民黨;5建國黨;6台聯;7泛藍（國、親、新）;8泛綠（民、台）;9國民黨+民進黨;90訪員漏問;95拒答;98不知道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vq1c	1很強;2普通;3有一點;90訪員漏問;95拒答;96看情形;97無意見;98不知道;99跳題
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vq2a	90訪員漏問;95拒    答;96沒 聽 過;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vq2b	90訪員漏問;95拒    答;96沒 聽 過;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vq2c	90訪員漏問;95拒    答;96沒 聽 過;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vq2d	90訪員漏問;95拒    答;96沒 聽 過;98不 知 道
2004臺灣選舉與民主化調查：2004年立法委員選舉大型面訪案-B卷	vq3a	1清廉的;2推動民主改革的;3外省人的;4不愛中華民國的;5重視民意的;6愛台灣的;7內部鬥爭分裂的;8爛  黨;9推動環境保護的;10有理想的;11民主的;12貪污腐化的;13沒什麼人才的;14愛中華民國的;15與黑道掛勾的;16追求台獨的;17人才很多的;18亂  黨;19守法的;20有錢人的;21本省人的;22內部團結的;23保守的;24不愛台灣的;25推動經濟發展的;26內部不民主的;27激進的;28追求統一的;29暴力的;30推動社會福利的;31制衡的;32騙人的;33與金權掛勾的;34為反對而反對;35日漸萎縮;36強烈本土色彩;37溫和穩定;38貪污但有做事;39比國民黨爛;40執政較安定;41專制獨裁的;42不照顧百姓（農民）;43增進地方建設;44有活力;45老黨;46沒有作為（無能）;47照顧百姓（農民）;48無主張;49屬於國民黨的;50爭取自我利益;51失意政客的結合;52過度理想;53與民進黨有關;54提拔人才;55買票;56一人政黨;57有信用的;58沒錢的（較窮的）;59有能力的;60過渡性政黨;61領導人無能力（無骨氣;62小黨（不成氣候）;63黨產有問題;64權威性的;65分裂族群的;66人才素質良莠不一;67沒有包袱的;68要再努力的;69有經驗的;70沒有經驗的;90訪員漏問;95拒  答;98不知道
